fecha_ingreso,hora_ingreso,via_ingreso,nro_registro_interno,es_anonima,situacion,origen,provincia,localidad,tema,subtema,dependencia_alta,derivacion_institucion,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,provincia_indec_id,derivacion_hora
2021-01-29 00:00:00-03:00,,Línea 145,3545759415,Sí,Urgencia,Ciudadano,Buenos Aires,Villa Madero,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,50.0,2021-01-29 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-01-29 00:00:00-03:00,,Línea 145,4545759415,Sí,Urgencia,Ciudadano,Buenos Aires,Villa Madero,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,50.0,2021-01-29 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-01-29 00:00:00-03:00,,Línea 145,7545759415,No,Urgencia,Ciudadano,Buenos Aires,Villa Madero,Trata,Oferta laboral engañosa,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - victima directa,,Mujer,20.0,2021-01-29 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-01-29 00:00:00-03:00,,Línea 145,8455759415,No,Urgencia,Ciudadano,Santiago del Estero,Santiago del Estero,Trata,Posible captación,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,34.0,2021-01-29 00:00:00-03:00,Sí,,,,,,,86.0,0.0
2021-01-30 00:00:00-03:00,,Línea 145,594840515,Sí,Emergencia,Ciudadano,Buenos Aires,Gerli,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Hombre,30.0,2021-01-30 00:00:00-03:00,Sí,Protex,2021-01-30 00:00:00-03:00,No,,,,6.0,0.0
2021-01-30 00:00:00-03:00,,Línea 145,3594840515,Sí,Emergencia,Ciudadano,Buenos Aires,González Catán,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,,,Denunciante - ciudadano,,Hombre,40.0,2021-01-30 00:00:00-03:00,No,Policía Federal Argentina,2021-01-30 00:00:00-03:00,Sí,,,,6.0,0.0
2021-01-30 00:00:00-03:00,,Línea 145,4594840515,Sí,Urgencia,Ciudadano,Buenos Aires,González Catán,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,,,Denunciante - ciudadano,,Hombre,55.0,2021-01-30 00:00:00-03:00,No,,,,,,,,0.0
2021-01-30 00:00:00-03:00,,Línea 145,1505840515,Sí,Urgencia,Ciudadano,Buenos Aires,González Catán,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,25.0,2021-01-30 00:00:00-03:00,Sí,,,,,,,,0.0
2021-01-31 00:00:00-03:00,,Línea 145,1515840515,No,Emergencia,Ciudadano,Buenos Aires,González Catán,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Gendarmería Nacional Argentina,Argentina,,,Denunciante - ciudadano,,Mujer,0.0,2021-01-31 00:00:00-03:00,Sí,Protex,2021-01-31 00:00:00-03:00,No,,,,6.0,0.0
2021-01-31 00:00:00-03:00,,Línea 145,3515840515,Sí,Urgencia,Ciudadano,Buenos Aires,Caseros,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,40.0,2021-01-31 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-01-31 00:00:00-03:00,,Línea 145,5515840515,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Persona desaparecida,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,,,Denunciante - ciudadano,,Mujer,0.0,2021-01-31 00:00:00-03:00,Sí,Protex,2021-01-31 00:00:00-03:00,No,,,,6.0,0.0
2021-02-01 00:00:00-03:00,,Línea 145,1535840515,Sí,Urgencia,Ciudadano,Salta,Salta,Trata,Explotación sexual,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,50.0,,,,,,,,,,
2021-02-01 00:00:00-03:00,,Línea 145,5535840515,Sí,Urgencia,Ciudadano,Salta,Salta,Trata,Posible captación,PNR - Línea 145,Delitos Informáticos,,,,Denunciante - ciudadano,,Mujer,45.0,2021-02-01 00:00:00-03:00,No,Protex,2021-02-01 00:00:00-03:00,Sí,,,,,0.0
2021-02-01 00:00:00-03:00,,Línea 145,8445840515,No,Urgencia,Ciudadano,Buenos Aires,González Catán,Trata,Posible captación,PNR - Línea 145,Protex,,,,,,Mujer,,2021-02-01 00:00:00-03:00,Sí,,,,,,,,0.0
2021-02-01 00:00:00-03:00,,Línea 145,2545840515,Sí,Emergencia,Ciudadano,Buenos Aires,González Catán,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,20.0,2021-02-01 00:00:00-03:00,Sí,Protex,2021-02-01 00:00:00-03:00,No,,,,6.0,0.0
2021-02-02 00:00:00-03:00,,Línea 145,1555840515,No,Urgencia,Institución - renatre,Chaco,Los Frentones,Trata,Explotación laboral,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Hombre,45.0,2021-02-02 00:00:00-03:00,Sí,,,,,,,22.0,0.0
2021-02-02 00:00:00-03:00,,Línea 145,4555840515,Sí,Urgencia,Ciudadano,Buenos Aires,General Enrique Mosconi,Trata,Explotación sexual,PNR - Línea 145,,,,,Denunciante - ciudadano,,Hombre,50.0,,,,,,,,,6.0,
2021-02-02 00:00:00-03:00,,Línea 145,5555840515,No,Emergencia,Ciudadano,Salta,General Enrique Mosconi,Trata,Otro,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,32.0,,,,,,,,,,
2021-02-02 00:00:00-03:00,,Línea 145,7555840515,Sí,Urgencia,Ciudadano,Salta,Salta,Trata,Posible captación,PNR - Línea 145,,,,,,,Mujer,,,,,,,,,,,
2021-02-02 00:00:00-03:00,,Línea 145,9465840515,No,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Vioalcion a derechos humanos,PNR - Línea 145,,,,,,,Mujer,,,,,,,,,,6.0,
2021-02-03 00:00:00-03:00,,Línea 145,575840515,Sí,Urgencia,Ciudadano,Buenos Aires,Quilmes,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Hombre,65.0,2021-02-05 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-02-03 00:00:00-03:00,,Línea 145,1575840515,Sí,Urgencia,Ciudadano,Salta,Salta,Trata,Posible captación,PNR - Línea 145,Delitos Informáticos,,,,Denunciante - ciudadano,,Mujer,45.0,2021-02-03 00:00:00-03:00,No,Protex,2021-02-03 00:00:00-03:00,Sí,,,,,0.0
2021-02-03 00:00:00-03:00,,Línea 145,584940515,No,Emergencia,Ciudadano,Buenos Aires,Berazategui,Trata,Reducción a la servidumbre o situaciones análogas,PNR - Línea 145,Policía Federal Argentina,Argentina,,,Denunciante - ciudadano,,Mujer,0.0,2021-02-03 00:00:00-03:00,Sí,Protex,2021-02-03 00:00:00-03:00,No,,,,6.0,0.0
2021-02-03 00:00:00-03:00,,Línea 145,2584940515,No,Emergencia,Ciudadano,Salta,General Mosconi,Trata,"Explotación laboral niñas, niños y adolescentes",PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante,,Mujer,0.0,2021-02-03 00:00:00-03:00,Sí,Protex,2021-02-03 00:00:00-03:00,No,,,,,0.0
2021-02-04 00:00:00-03:00,,Línea 145,6594940515,No,Urgencia,Ciudadano,Mendoza,Rodríguez Peña,Trata,Explotación sexual,PNR - Línea 145,,,,,Denunciante - ciudadano,Por publicidad en TV,Mujer,47.0,,,,,,,,,50.0,
2021-02-04 00:00:00-03:00,,Línea 145,7594940515,Sí,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Posible secuestro/ billete,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,0.0,2021-02-04 00:00:00-03:00,Sí,,,,,,,14.0,0.0
2021-02-04 00:00:00-03:00,,Línea 145,8405940515,No,Emergencia,Institución - caj,San Luis,San Luis,Trata,Posible captación,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,35.0,,,,,,,,,74.0,
2021-02-04 00:00:00-03:00,,Línea 145,4505940515,No,Urgencia,Ciudadano,Buenos Aires,Béccar,Trata,Persona desaparecida,PNR - Línea 145,Ministerio de Seguridad,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-04 00:00:00-03:00,No,Protex,2021-02-04 00:00:00-03:00,Sí,,,,6.0,0.0
2021-02-04 00:00:00-03:00,,Línea 145,6505940515,Sí,Emergencia,Ciudadano,Buenos Aires,Ituzaingó,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Hombre,60.0,2021-02-04 00:00:00-03:00,No,Policía Federal Argentina,2021-02-04 00:00:00-03:00,Sí,,,,6.0,0.0
2021-02-04 00:00:00-03:00,,Línea 145,8415940515,No,Urgencia,Ciudadano,Buenos Aires,Ituzaingó,Trata,Posible captación,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-04 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-02-04 00:00:00-03:00,,Línea 145,9415940515,No,Urgencia,Ciudadano,Buenos Aires,El Palomar,Trata,Persona desaparecida,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,35.0,,,,,,,,,6.0,
2021-02-05 00:00:00-03:00,,Línea 145,9425940515,No,Urgencia,"Institución - colectivo de mujeres de san pedro, misiones",Corrientes,Colonia Progreso,Trata,Persona desaparecida,PNR - Línea 145,Ministerio de Seguridad,,,,Denunciante - ciudadano,,Mujer,30.0,2021-02-05 00:00:00-03:00,No,Protex,2021-02-05 00:00:00-03:00,Sí,,,,18.0,0.0
2021-02-05 00:00:00-03:00,,Línea 145,8435940515,No,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Hombre,0.0,2021-02-05 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2021-02-06 00:00:00-03:00,,Línea 145,4545940515,Sí,Urgencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Pornografía infantil,PNR - Línea 145,Delitos Informáticos,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-06 00:00:00-03:00,No,Protex,2021-02-06 00:00:00-03:00,Sí,,,,,0.0
2021-02-06 00:00:00-03:00,,Línea 145,555940515,Sí,Emergencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Traslado de personas,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-06 00:00:00-03:00,Sí,Protex,2021-02-06 00:00:00-03:00,No,,,,62.0,0.0
2021-02-06 00:00:00-03:00,,Línea 145,4555940515,Sí,Emergencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Traslado de personas,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-06 00:00:00-03:00,Sí,Protex,2021-02-06 00:00:00-03:00,No,,,,,0.0
2021-02-06 00:00:00-03:00,,Línea 145,565940515,Sí,Emergencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Traslado de personas,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,30.0,2021-02-06 00:00:00-03:00,Sí,Protex,2021-02-06 00:00:00-03:00,No,,,,62.0,0.0
2021-02-06 00:00:00-03:00,,Línea 145,3565940515,No,Urgencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Posible captación,PNR - Línea 145,Protex,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,38.0,2021-02-06 00:00:00-03:00,Sí,,,,,,,,0.0
2021-02-06 00:00:00-03:00,,Línea 145,4565940515,No,Urgencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Posible captación,PNR - Línea 145,,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,38.0,,,,,,,,,,
2021-02-06 00:00:00-03:00,,Línea 145,8475940515,No,Emergencia,Ciudadano,Río Negro,San Carlos de Bariloche,Trata,Traslado de personas,PNR - Línea 145,Gendarmería Nacional Argentina,,,,,,Mujer,,2021-02-06 00:00:00-03:00,Sí,Protex,2021-02-06 00:00:00-03:00,No,,,,62.0,0.0
2021-02-07 00:00:00-03:00,,Línea 145,5575940515,Sí,Urgencia,Ciudadano,Buenos Aires,Almagro,Trata,Explotación sexual,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,50.0,,,,,,,,,6.0,
2021-02-07 00:00:00-03:00,,Línea 145,2584050515,Sí,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,30.0,2021-02-07 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-02-07 00:00:00-03:00,,Línea 145,4584050515,No,Urgencia,Ciudadano,San Luis,Villa Mercedes,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Hombre,0.0,2021-02-07 00:00:00-03:00,Sí,,,,,,,74.0,0.0
2021-02-08 00:00:00-03:00,,Línea 145,8494050515,Sí,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,"Explotación laboral niñas, niños y adolescentes",PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Mujer,0.0,2021-02-08 00:00:00-03:00,Sí,,,,,,,14.0,0.0
2021-02-08 00:00:00-03:00,,Línea 145,3594050515,No,Urgencia,Ciudadano,Misiones,Jardín America,Trata,Persona desaparecida,PNR - Línea 145,personas extraviadas,,Misiones,Jardín America,Denunciante - ciudadano,,Mujer,36.0,2021-02-08 00:00:00-03:00,No,Protex,2021-02-08 00:00:00-03:00,No,,,,54.0,0.0
2021-02-08 00:00:00-03:00,,Línea 145,5594050515,No,Urgencia,Ciudadano,Mendoza,Costa de Araujo,Trata,Posible captación,PNR - Línea 145,Protex,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,35.0,2021-02-08 00:00:00-03:00,Sí,,,,,,,,0.0
2021-02-08 00:00:00-03:00,,Línea 145,7594050515,Sí,Emergencia,Ciudadano,Mendoza,Costa de Araujo,Trata,"Explotación laboral niñas, niños y adolescentes",PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,50.0,2021-02-08 00:00:00-03:00,No,,,,,,,50.0,0.0
2021-02-09 00:00:00-03:00,,Línea 145,9425050515,Sí,Urgencia,Ciudadano,Buenos Aires,Huaycama,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,30.0,2021-02-09 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-02-09 00:00:00-03:00,,Línea 145,4525050515,No,Emergencia,Institución - ministerio de trabajo empleo y seguridad social,Catamarca,Huaycama,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Hombre,40.0,2021-02-09 00:00:00-03:00,Sí,Protex,2021-02-09 00:00:00-03:00,No,,,,10.0,0.0
2021-02-09 00:00:00-03:00,,Línea 145,9435050515,No,Emergencia,Ciudadano,Corrientes,Ituzaingó,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Hombre,40.0,2021-02-09 00:00:00-03:00,Sí,Protex,2021-02-09 00:00:00-03:00,No,,,,18.0,0.0
2021-02-09 00:00:00-03:00,,Línea 145,535050515,No,Emergencia,Ciudadano,Corrientes,Ituzaingó,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Hombre,40.0,2021-02-09 00:00:00-03:00,Sí,Protex,2021-02-09 00:00:00-03:00,No,,,,18.0,0.0
2021-02-10 00:00:00-03:00,,Correo Institucional,1535050515,No,Urgencia,Institución - línea 144,Río Negro,San Carlos de Bariloche,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-09 00:00:00-03:00,Sí,,,,,,,62.0,0.0
2021-02-10 00:00:00-03:00,,Línea 145,3535050515,Sí,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,32.0,2021-02-10 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2021-02-10 00:00:00-03:00,,Correo Institucional,4535050515,No,Urgencia,Institución - ministerio de trabajo empleo y seguridad socia,Catamarca,Huaycama,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Hombre,0.0,2021-02-10 00:00:00-03:00,Sí,Protex,2021-02-10 00:00:00-03:00,No,,,,10.0,0.0
2021-02-10 00:00:00-03:00,,Línea 145,545050515,No,Emergencia,Ciudadano,Buenos Aires,Ituzaingó,Trata,Explotación sexual,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,Argentina,Buenos Aires,,Denunciante - victima directa,,Mujer,40.0,2021-02-10 00:00:00-03:00,No,Policía Federal Argentina,2021-02-10 00:00:00-03:00,Sí,,,,6.0,0.0
2021-02-11 00:00:00-03:00,,Línea 145,5545050515,No,Urgencia,Institución - renatre,Corrientes,Ituzaingó,Trata,Explotación laboral,PNR - Línea 145,Protex,,,,Denunciante - institucion,,Hombre,40.0,2021-02-11 00:00:00-03:00,Sí,,,,,,,18.0,0.0
2021-02-11 00:00:00-03:00,,Línea 145,6545050515,No,Urgencia,Institución - renatre,Corrientes,Ituzaingó,Trata,Explotación laboral,PNR - Línea 145,Protex,,,,Denunciante - institucion,,Hombre,40.0,2021-02-11 00:00:00-03:00,Sí,,,,,,,18.0,0.0
2021-02-11 00:00:00-03:00,,Correo Institucional,1555050515,Sí,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,"Explotación laboral niñas, niños y adolescentes",PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Hombre,0.0,2021-02-11 00:00:00-03:00,No,Policía Federal Argentina,2021-02-11 00:00:00-03:00,Sí,,,,2.0,0.0
2021-02-11 00:00:00-03:00,,Línea 145,3555050515,No,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Posible captación,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,55.0,2021-02-11 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2021-02-12 00:00:00-03:00,,Línea 145,3565050515,Sí,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,,Argentina,,,Denunciante - ciudadano,,Mujer,60.0,,,,,,,,,6.0,
2021-02-12 00:00:00-03:00,,Línea 145,4565050515,Sí,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Oferta laboral engañosa,PNR - Línea 145,,Argentina,,,Denunciante - ciudadano,,Mujer,60.0,,,,,,,,,6.0,
2021-02-12 00:00:00-03:00,,Línea 145,7565050515,No,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Traslado de personas,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,53.0,,,,,,,,,6.0,
2021-02-12 00:00:00-03:00,,Línea 145,8475050515,No,Emergencia,Institución - ministerio de trabajo de la nación,Santa Fe,Pueblo Esther,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Hombre,40.0,2021-02-12 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2021-02-12 00:00:00-03:00,,Línea 145,575050515,No,Urgencia,Institución - pvcv,Buenos Aires,Villa Lynch,Trata,Explotación sexual,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,35.0,,,,,,,,,6.0,
2021-02-12 00:00:00-03:00,,Línea 145,2575050515,No,Emergencia,Ciudadano,Buenos Aires,Villa Lynch,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,,,Buenos Aires,Grand Bourg,Denunciante - ciudadano,,Hombre,60.0,,,,,,,,,6.0,
2021-02-12 00:00:00-03:00,,Línea 145,4584150515,Sí,Urgencia,Ciudadano,Río Negro,Chimpay,Trata,Explotación laboral,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Hombre,40.0,2021-02-12 00:00:00-03:00,Sí,,,,,,,62.0,0.0
2021-02-13 00:00:00-03:00,,Línea 145,6584150515,Sí,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Hombre,28.0,2021-02-13 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2021-02-13 00:00:00-03:00,,Línea 145,8494150515,No,Urgencia,Ciudadano,Misiones,Comandante Andresito,Trata,Persona desaparecida,PNR - Línea 145,PERSONAS EXTRAVIADAS,,Misiones,Comandante Andresito,Denunciante - victima indirecta,,Mujer,44.0,2021-02-13 00:00:00-03:00,No,Protex,2021-02-13 00:00:00-03:00,No,,,,54.0,0.0
2021-02-13 00:00:00-03:00,,Línea 145,6505150515,Sí,Emergencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Policía Federal Argentina,,,,,,Mujer,,2021-02-13 00:00:00-03:00,Sí,,,,,,,2.0,0.0
2021-02-14 00:00:00-03:00,,Línea 145,5525150515,Sí,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,"Explotación laboral niñas, niños y adolescentes",PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,0.0,2021-02-14 00:00:00-03:00,Sí,,,,,,,82.0,0.0
2021-02-15 00:00:00-03:00,,Línea 145,4535150515,No,Urgencia,Ciudadano,Misiones,Posadas,Trata,Explotación sexual,PNR - Línea 145,Protex,,Misiones,Posadas,Denunciante - ciudadano,,Hombre,20.0,2021-02-15 00:00:00-03:00,Sí,,,,,,,54.0,0.0
2021-02-15 00:00:00-03:00,,Línea 145,9445150515,No,Emergencia,Ciudadano,Buenos Aires,Cañuelas,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Mujer,55.0,2021-02-15 00:00:00-03:00,No,,,,,,,6.0,0.0
2021-02-15 00:00:00-03:00,,Línea 145,555150515,Sí,Emergencia,Ciudadano,Córdoba,GENERAL LEVALLE,Trata,Explotación laboral,PNR - Línea 145,Gendarmería Nacional Argentina,,,,Denunciante - ciudadano,,Mujer,45.0,2021-02-15 00:00:00-03:00,Sí,Protex,2021-02-15 00:00:00-03:00,No,,,,14.0,0.0
2021-02-16 00:00:00-03:00,,Línea 145,3565150515,Sí,Emergencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,Traslado de personas,PNR - Línea 145,Juzgado / Fiscalía,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-16 00:00:00-03:00,Sí,Protex,2021-02-16 00:00:00-03:00,No,,,,6.0,0.0
2021-02-16 00:00:00-03:00,,Línea 145,4565150515,Sí,Urgencia,Ciudadano,Buenos Aires,Puerto Madero,Trata,Posible captación,PNR - Línea 145,Área Legal del Programa Nacional de Rescate,,,,Denunciante - ciudadano,,Mujer,30.0,2021-02-16 00:00:00-03:00,Sí,,,,,,,6.0,0.0
2021-02-16 00:00:00-03:00,,Línea 145,8475150515,No,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Posible captación,PNR - Línea 145,,Argentina,Buenos Aires,Melchor Romero,Denunciante - ciudadano,,Mujer,36.0,,,,,,,,,6.0,
2021-02-16 00:00:00-03:00,,Línea 145,575150515,Sí,Urgencia,Ciudadano,Buenos Aires,Chivilcoy,Trata,Explotación laboral,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,60.0,,,,,,,,,6.0,
2021-02-16 00:00:00-03:00,,Línea 145,1575150515,No,Emergencia,Ciudadano,Tucumán,Villa Quinteros,Trata,Explotación sexual,PNR - Línea 145,,Argentina,,,Denunciante - ciudadano,,Mujer,50.0,,,,,,,,,90.0,
2021-02-16 00:00:00-03:00,,Línea 145,5575150515,No,Emergencia,Ciudadano,Tucumán,Villa Quinteros,Trata,Explotación sexual,PNR - Línea 145,Gendarmería Nacional Argentina,Argentina,,,Denunciante - ciudadano,,Mujer,50.0,2021-02-16 00:00:00-03:00,No,,,,,,,90.0,0.0
2021-02-16 00:00:00-03:00,,Línea 145,7575150515,No,Emergencia,Ciudadano,Córdoba,Freyre,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,,,Mujer,,2021-02-16 00:00:00-03:00,No,,,,,,,,0.0
2021-02-16 00:00:00-03:00,,Línea 145,8484250515,No,Emergencia,Ciudadano,Córdoba,Freyre,Trata,Explotación sexual,PNR - Línea 145,Protex,Argentina,,,Denunciante - ciudadano,,Mujer,45.0,2021-02-16 00:00:00-03:00,No,,,,,,,,0.0
2021-02-17 00:00:00-03:00,,Línea 145,584250515,Sí,Urgencia,Ciudadano,Córdoba,Freyre,Trata,Explotación laboral,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,50.0,2021-02-17 00:00:00-03:00,Sí,,,,,,,14.0,0.0
2021-02-17 00:00:00-03:00,,Línea 145,4584250515,Sí,Emergencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,"Explotación sexual niñas, niños y adolescentes",PNR - Línea 145,Juzgado / Fiscalía,,,,Denunciante - ciudadano,,Hombre,60.0,2021-02-17 00:00:00-03:00,Sí,Protex,2021-02-17 00:00:00-03:00,No,,,,6.0,0.0
2021-02-17 00:00:00-03:00,,Línea 145,6584250515,No,Emergencia,Institución - ministerio de trabajo de la nación,Buenos Aires,"Santa Eleodora, Partido de Gral. Villegas",Trata,Explotación laboral,PNR - Línea 145,Policía Federal Argentina,,,,Denunciante - ciudadano,,Mujer,30.0,2021-02-17 00:00:00-03:00,Sí,Protex,2021-02-17 00:00:00-03:00,No,,,,6.0,0.0
2021-02-17 00:00:00-03:00,,Línea 145,8494250515,Sí,Urgencia,Ciudadano,Buenos Aires,Villa Luzuriaga,Trata,Explotación laboral,PNR - Línea 145,,,,,Denunciante - ciudadano,,Mujer,42.0,,,,,,,,,6.0,
2021-02-17 00:00:00-03:00,,Línea 145,8415250515,Sí,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Explotación sexual,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,40.0,2021-02-17 00:00:00-03:00,Sí,,,,,,,14.0,0.0
2021-02-18 00:00:00-03:00,,Línea 145,3515250515,No,Urgencia,Ciudadano,Salta,Aguaray,Trata,Persona desaparecida,PNR - Línea 145,Protex,,,,Denunciante - ciudadano,,Mujer,50.0,2021-02-18 00:00:00-03:00,Sí,,,,,,,,0.0
