fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,via_ingreso,consultante_provincia,consultante_como_conocio_la_linea,consultante_edad_aparente
2021-01-15,,7525459415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Córdoba,Córdoba,,,,40.0
2021-01-16,,9445459415,Urgencia,"Institución - hogar de transito n° 1 de resistencia, chaco",No,Salud,Salud mental,Chaco,Resistencia,,,,30.0
2021-01-16,,545459415,Urgencia,Ciudadano,Si,Salud,Salud mental,,,,,,50.0
2021-01-16,,3545459415,Urgencia,Ciudadano,No,Salud,Adultos mayores,,,,,,78.0
2021-01-17,,555459415,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Servicios de profesionales deficientes o excesivamente onerosos,Buenos Aires,Buenos Aires,,,,30.0
2021-01-17,,9475459415,Urgencia,Ciudadano,No,Trabajo,Despidos,,,,,,0.0
2021-01-18,,8484559415,Urgencia,Ciudadano,Si,Justicia penal,Datos de judicialización,,,,,,45.0
2021-01-18,,6584559415,Urgencia,Ciudadano,Si,Trata,Posible captación,,,,,,
2021-01-19,,4505559415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Neuquén,Neuquén,,,,45.0
2021-01-19,,9415559415,Urgencia,Ciudadano,No,Salud,No aplica,Santa Fe,Vera,,Santa Fe,,13.0
2021-01-19,,515559415,Urgencia,Ciudadano,No,Salud,No aplica,Neuquén,Neuquen,,,,
2021-01-19,,8425559415,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",,,,,Línea 145,33.0
2021-01-19,,9425559415,Urgencia,Ciudadano,Si,Salud,Problemas de salud,Buenos Aires,Florencio Varela,,,,50.0
2021-01-20,,2525559415,Urgencia,Ciudadano,No,Salud,Salud mental,,,,,,60.0
2021-01-20,,6525559415,Urgencia,Ciudadano,Si,Violencia de género,Física,,,,,,19.0
2021-01-20,,9435559415,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Hilario Ascasubi,,,,60.0
2021-01-20,,6535559415,Urgencia,Ciudadano,No,Trata,Posible captación,,,,,,
2021-01-21,,545559415,Urgencia,Ciudadano,Si,Violencia de género,Económica,Santa Fe,Santa Fe,,,,40.0
2021-01-21,,1545559415,Urgencia,Ciudadano,Si,Vivienda,Daños contra la propiedad,,,,,,70.0
2021-01-21,,3545559415,Urgencia,Ciudadano,No,Salud,Salud mental,,,,Ciudad Autónoma de Buenos Aires,,50.0
2021-01-21,,4545559415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,,,,
2021-01-21,,6545559415,Urgencia,Ciudadano,Si,Violencia de género,Física,,,,,,15.0
2021-01-21,,555559415,Urgencia,Ciudadano,No,Trata,Datos de judicializacion,Buenos Aires,Buenos Aires,,,,0.0
2021-01-21,,6555559415,Urgencia,Ciudadano,No,Trata,Relaciones de familia,Buenos Aires,Buenos Aires,,,,23.0
2021-01-21,,1565559415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,La Plata,,Buenos Aires,,50.0
2021-01-21,,3565559415,Urgencia,Ciudadano,Si,Trata,Otro,,,,,,30.0
2021-01-22,,4565559415,Urgencia,Ciudadano,Si,Trata,Posible captación,,,,,,45.0
2021-01-22,,4575559415,Urgencia,Ciudadano,Si,Salud,Covid19,Buenos Aires,Buenos Aires,,,,71.0
2021-01-22,,6575559415,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,,,,
2021-01-22,,9484659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,,,,0.0
2021-01-22,,2584659415,Urgencia,Ciudadano,Si,Violencia de género,Sexual,Santa Fe,Cañada de Gomez,,,,45.0
2021-01-22,,6594659415,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Altos de San Lorenzo,,Buenos Aires,,40.0
2021-01-23,,2505659415,Urgencia,Ciudadano,Si,Daños y responsabilidad civil,Defensa civil,,,,,,70.0
2021-01-23,,3505659415,Urgencia,Ciudadano,Si,Trabajo,Cuestiones salariales o de registración,,,,,,65.0
2021-01-23,,4505659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,Buenos Aires,,45.0
2021-01-23,,6505659415,Urgencia,Ciudadano,Si,Relaciones de familia,Deberes de responsabilidad parental o familiar,San Luis,Villa Mercedes,,,,35.0
2021-01-23,,8415659415,Urgencia,Ciudadano,Si,Víctima de delito,Secuestro,Buenos Aires,González Catán,,,,30.0
2021-01-23,,1515659415,Urgencia,Ciudadano,Si,Actos del gobierno o agentes públicos,Maltrato en oficinas públicas,,,,,,75.0
2021-01-24,,4515659415,Urgencia,Ciudadano,No,Discriminación,Por lugar de residencia,Buenos Aires,,,,,38.0
2021-01-24,,5515659415,Urgencia,Ciudadano,No,Violencia de género,Simbólica,Buenos Aires,Buenos Aires,,,,30.0
2021-01-24,,7515659415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,San Luis,Villa Mercedes,,San Luis,Línea 145,45.0
2021-01-24,,8425659415,Urgencia,Ciudadano,No,Trata,Relaciones de familia,San Luis,Villa Mercedes,,San Luis,,45.0
2021-01-24,,9425659415,Urgencia,Ciudadano,No,Trata,Violencia de género,Buenos Aires,Villa Madero,,,,0.0
2021-01-24,,525659415,Urgencia,Institución - linea 145,No,Violencia de género,Física,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,llamada saliente desde la Línea 145,Ciudad Autónoma de Buenos Aires,,45.0
2021-01-24,,2525659415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Mendoza,Mendoza,,,,0.0
2021-01-25,,5525659415,Urgencia,Ciudadano,No,Salud,Salud mental,San Luis,Villa Mercedes,,San Luis,,0.0
2021-01-25,,5535659415,Emergencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,,,,,,
2021-01-26,,555659415,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,Banfield,,,,0.0
2021-01-26,,2555659415,Urgencia,Ciudadano,Si,Relaciones de familia,Violencia intrafamiliar,Buenos Aires,Buenos Aires,,,,80.0
2021-01-26,,5555659415,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Tarjeta alimentar,,,,,,30.0
2021-01-26,,7555659415,Urgencia,Ciudadano,Si,Violencia de género,Física,,,,,,50.0
2021-01-26,,8465659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Nicolás,,,,0.0
2021-01-26,,9465659415,Urgencia,Ciudadano,No,Relaciones de familia,Deberes de responsabilidad parental o familiar,Mendoza,Mendoza,,Mendoza,,50.0
2021-01-26,,5565659415,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Almirante Brown,,Buenos Aires,,40.0
2021-01-27,,9484759415,Urgencia,Ciudadano,No,Violencia de género,Psicológica,Santa Fe,Humberto I,,,,28.0
2021-01-27,,5584759415,Urgencia,Institución - juzgado  federal de presidencia  roque sáenz peña chaco,No,Trata,Explotación sexual,Chaco,,,,,40.0
2021-01-27,,7584759415,Urgencia,Ciudadano,Si,Violencia de género,Física,,,,,,30.0
2021-01-27,,8494759415,Urgencia,Ciudadano,No,Trata,Adultos mayores,,,,,,
2021-01-27,,9494759415,Urgencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,Santa Fe,Santa Fe,,Santa Fe,,78.0
2021-01-27,,2594759415,Urgencia,Institución - 145,No,Trata,Persona desaparecida,,,,,,
2021-01-27,,3594759415,Urgencia,Institución - ministerio de trabajo de la nación,Si,Trata,Explotación laboral,,,,,,0.0
2021-01-27,,5594759415,Urgencia,Ciudadano,Si,Violencia de género,Física,Corrientes,San Luis del Palmar,,,,21.0
2021-01-27,,6594759415,Urgencia,Institución - privada de la ministra de justicia losardo,No,Trata,No aplica,,,,,,35.0
2021-01-27,,7594759415,Urgencia,Institución - privada de la ministra de justicia losardo,No,Trata,No aplica,,,,,,35.0
2021-01-27,,8405759415,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,,,50.0
2021-01-27,,9405759415,Urgencia,Institución - ministerio de justicia,No,Trata,No aplica,,,,,,0.0
2021-01-28,,515759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,
2021-01-28,,7515759415,Urgencia,Ciudadano,No,Salud,Salud mental,,,,,,
2021-01-28,,2525759415,Urgencia,Ciudadano,No,Trabajo,Cuestiones salariales o de registración,,,,,,
2021-01-28,,5525759415,Urgencia,Institución - uzgado federal en lo criminial y correccional n° 1 de san isidro,No,Trata,No aplica,,,,,,0.0
2021-01-28,,7525759415,Urgencia,Ciudadano,Si,Relaciones de familia,Violencia intrafamiliar,,,,,,60.0
2021-01-28,,535759415,Urgencia,Ciudadano,No,Salud,Salud mental,,,,,,54.0
2021-01-28,,1535759415,Urgencia,Ciudadano,No,Trata,No aplica,,,,,,54.0
2021-01-29,,545759415,Urgencia,Ciudadano,Si,Trata,No aplica,,,,,,40.0
2021-01-29,,2545759415,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,,,
2021-01-29,,5545759415,Urgencia,Ciudadano,Si,Trata,Posible captación,,,,,,
2021-01-29,,6545759415,Urgencia,Ciudadano,Si,Violencia de género,Física,Santiago del Estero,Santiago del Estero,,,,70.0
2021-01-29,,9455759415,Urgencia,Ciudadano,No,Trata,Posible captación,,,,,,
2021-01-29,,5555759415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Chubut,Puerto Madryn,,,,24.0
2021-01-29,,9465759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,,,,30.0
2021-01-29,,565759415,Urgencia,Ciudadano,No,Trata,Posible captación,Entre Ríos,Paraná,,,,45.0
2021-01-29,,8475759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,,40.0
2021-01-30,,4575759415,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,,,,30.0
2021-01-30,,7575759415,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,,40.0
2021-01-30,,6584840515,Urgencia,Ciudadano,Si,Trata,Persona desaparecida,,,,,,65.0
2021-01-30,,2594840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Santa Cruz,Puerto Deseado,,,,40.0
2021-01-30,,3505840515,Urgencia,Ciudadano,No,Violencia de género,Física,Santa Fe,Rosario,,Santa Fe,,15.0
2021-01-30,,4505840515,Urgencia,Ciudadano,Si,Trata,No aplica,Santiago del Estero,Santiago del Estero,llamada no pertinente,,,
2021-01-31,,7505840515,Urgencia,Ciudadano,No,Víctima de delito,"Contra la libertad: privación de la libertad, amenazas, sustracción de identidad o posible desaparición de persona",Buenos Aires,Buenos Aires,,,,
2021-01-31,,2515840515,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,San Miguel,,Buenos Aires,,0.0
2021-01-31,,525840515,Urgencia,Ciudadano,No,Trata,No aplica,Buenos Aires,Buenos Aires,,,,0.0
2021-02-01,,3525840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,25.0
2021-02-01,,5525840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,70.0
2021-02-01,,8435840515,Urgencia,Ciudadano,No,Trata,Resarcimiento económico,,,,,,70.0
2021-02-01,,9435840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,50.0
2021-02-01,,535840515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,50.0
2021-02-01,,2535840515,Urgencia,Ciudadano,No,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",Jujuy,San Salvador de Jujuy,,Jujuy,,34.0
2021-02-01,,6535840515,Urgencia,Ciudadano,Si,Víctima de delito,Violencia contra niñes,,,,,,30.0
2021-02-02,,7545840515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Chaco,Los Frentones,,,,30.0
2021-02-02,,2555840515,Urgencia,Ciudadano,Si,Violencia de género,Física,Río Negro,,,Buenos Aires,,60.0
2021-02-02,,3555840515,Urgencia,Institución - gna,No,Trata,Información sobre el delito,Santiago del Estero,Santiago del Estero,,,,28.0
2021-02-03,,4565840515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Buenos Aires,,,,50.0
2021-02-03,,7565840515,Urgencia,Ciudadano,No,Relaciones de familia,Deberes de responsabilidad parental o familiar,Buenos Aires,Bahía Blanca,,,,50.0
2021-02-03,,8475840515,Urgencia,Ciudadano,Si,Trata,No aplica,,,,,,40.0
2021-02-03,,3575840515,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,,Buenos Aires,,0.0
2021-02-03,,6575840515,Urgencia,Ciudadano,No,Trata,Salud mental,Buenos Aires,Adrogué,,Buenos Aires,,30.0
2021-02-03,,7575840515,Urgencia,Ciudadano,No,Trata,Datos judicializacion,Buenos Aires,Buenos Aires,,,,0.0
2021-02-03,,8484940515,Urgencia,Ciudadano,No,Trata,Abuso sexual y maltrato,Buenos Aires,9 de Julio,,,,0.0
2021-02-04,,3594940515,Urgencia,Ciudadano,No,Trata,Consulta formulario,Salta,General Mosconi,,,,0.0
2021-02-04,,7505940515,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,,,,Mendoza,,30.0
2021-02-04,,1515940515,Urgencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",,,,,,33.0
2021-02-05,,525940515,Urgencia,Ciudadano,Si,Relaciones de familia,Adulterio,Córdoba,Córdoba,,,,60.0
2021-02-05,,1525940515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,,,,50.0
2021-02-05,,2525940515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Quilmes,,,,70.0
2021-02-05,,4525940515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Córdoba,Unquillo,,,,50.0
2021-02-05,,5525940515,Urgencia,Ciudadano,Si,Violencia de género,Sexual,Buenos Aires,Florencio Varela,,,,50.0
2021-02-06,,1545940515,Urgencia,Ciudadano,No,Relaciones de familia,Violencia en el noviazgo,Buenos Aires,,,Buenos Aires,,50.0
2021-02-06,,5545940515,Urgencia,Ciudadano,Si,Relaciones de familia,Problemas económicos entre miembros de la familia,,,,,,45.0
2021-02-06,,7555940515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra la libertad: privación de la libertad, amenazas, sustracción de identidad o posible desaparición de persona",,,,,,30.0
2021-02-07,,4575940515,Emergencia,Ciudadano,Si,Violencia de género,Física,Neuquén,Añelo,,,,23.0
2021-02-07,,5584050515,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Quilmes,,,,0.0
2021-02-08,,9494050515,Urgencia,Ciudadano,Si,Salud,Salud mental,,,,,,35.0
2021-02-08,,594050515,Urgencia,Ciudadano,Si,Salud,Covid-19,,,,,,40.0
2021-02-08,,1594050515,Urgencia,Ciudadano,Si,Violencia de género,Simbólica,,,,,,30.0
2021-02-08,,8405050515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,40.0
2021-02-10,,6535050515,Urgencia,Ciudadano,No,Trabajo,Cuestiones salariales o de registración,Río Negro,,,,,30.0
2021-02-11,,4555050515,Urgencia,Institución - unidad fiscal especializada en delitos y contravenciones informáticas,No,Trata,Pornografía infantil,Buenos Aires,Buenos Aires,,,,0.0
2021-02-11,,5555050515,Urgencia,"Institución - caj los robles, la rioja",No,Trata,Venta de niños y otros delitos,La Rioja,La Rioja,,,,40.0
2021-02-11,,8465050515,Urgencia,Institución - fuerzas de seguridad,No,Trata,Explotación sexual,,,,,,40.0
2021-02-11,,9465050515,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Mendoza,Mendoza,,Catamarca,,35.0
2021-02-11,,565050515,Urgencia,Ciudadano,No,Trata,Posible captación,Entre Ríos,Concordia,,Entre Ríos,,55.0
2021-02-12,,5565050515,Urgencia,Ciudadano,No,Víctima de delito,Posibible situación dee vulneracion de derechos,,,,,,
2021-02-12,,6565050515,Urgencia,Ciudadano,Si,Salud,Salud mental,,,,,,
2021-02-12,,9475050515,Urgencia,Ciudadano,No,Trabajo,Cuestiones salariales o de registración,Río Negro,,,,,40.0
2021-02-12,,8484150515,Urgencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,Santa Fe,Rosario,,Santa Fe,,30.0
2021-02-13,,5505150515,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Constitución,,Buenos Aires,,35.0
2021-02-14,,7505150515,Urgencia,Ciudadano,No,Víctima de delito,Fotografia contra su voluntad,,,,,,
2021-02-15,,6535150515,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,,,,,,46.0
2021-02-15,,7535150515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,40.0
2021-02-15,,8445150515,Urgencia,Ciudadano,Si,Trabajo,Ubicacion ministerio,Tucumán,San Miguel de Tucumán,,,,70.0
2021-02-15,,4545150515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,30.0
2021-02-16,,1565150515,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,La Paternal,,,,40.0
2021-02-16,,2575150515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Mendoza,Mendoza,,,,45.0
2021-02-17,,9484250515,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Buenos Aires,,,,50.0
2021-02-17,,1584250515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,60.0
2021-02-17,,2584250515,Urgencia,Ciudadano,Si,Vivienda,Desalojo u ocupación de vivienda,,,,,,60.0
2021-02-17,,3584250515,Urgencia,Institución - comite de la lucha contra la trata,No,Trata,Explotación sexual,Buenos Aires,Once,,,,45.0
2021-02-17,,5584250515,Urgencia,Ciudadano,Si,Violencia de género,Física,,,,,,35.0
2021-02-17,,6594250515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Córdoba,cordoba,,,,
2021-02-17,,7594250515,Urgencia,Institución - fiscalia n°2 trbunales de comodoro py,No,Trata,Avalo campos,Buenos Aires,Buenos Aires,,,,35.0
2021-02-17,,3505250515,Urgencia,Ciudadano,Si,Violencia de género,Simbólica,Mendoza,Mendoza,,,,40.0
2021-02-18,,4525250515,Urgencia,Ciudadano,Si,Trata,Consultó qué es trata,,,,,,75.0
2021-02-19,,1535250515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,60.0
2021-02-19,,2535250515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,,,,70.0
2021-02-19,,2545250515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Buenos Aires,,,,
2021-02-20,,565250515,Urgencia,Ciudadano,No,Trata,Privación ilegitima de la libertad,,,,,,30.0
2021-02-20,,1565250515,Urgencia,Ciudadano,Si,Relaciones de familia,Violencia intrafamiliar,,,,,,30.0
2021-02-20,,8475250515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,,,,45.0
2021-02-20,,9475250515,Urgencia,Ciudadano,Si,Víctima de delito,Datos de judicialización,,,,,,60.0
2021-02-21,,7575250515,Urgencia,Ciudadano,Si,Trata,Intento de secuestro,Buenos Aires,zona oeste,,,,30.0
2021-02-22,,4505350515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",,,,,,35.0
2021-02-22,,5505350515,Urgencia,Ciudadano,Si,Relaciones de familia,Divorcio y cese de convivencia,,,,,,55.0
2021-02-22,,8415350515,Urgencia,Ciudadano,Si,Actos del gobierno o agentes públicos,Maltrato en oficinas públicas,,,,,,60.0
2021-02-22,,515350515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,55.0
2021-02-22,,8425350515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,30.0
2021-02-22,,525350515,Urgencia,Ciudadano,Si,Justicia penal,Irregularidades en el proceso penal,,,,,,40.0
2021-02-22,,9435350515,Urgencia,Ciudadano,No,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,Buenos Aires,Monte Grande,,Buenos Aires,,40.0
2021-02-23,,545350515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,,,,40.0
2021-02-23,,1545350515,Urgencia,Institución - 145,No,Trata,Persona desaparecida,,,,,,
2021-02-23,,7545350515,Urgencia,Ciudadano,Si,Salud,Salud mental,,,,,,70.0
2021-02-24,,4555350515,Urgencia,Ciudadano,Si,Salud,Salud mental,,,,,,70.0
2021-02-24,,565350515,Urgencia,Ciudadano,Si,Trata,Persona desaparecida,Buenos Aires,Boulogne,,,,50.0
2021-02-24,,1565350515,Urgencia,Ciudadano,No,Trata,No aplica,,,,Mendoza,,34.0
2021-02-24,,3565350515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,50.0
2021-02-24,,5565350515,Urgencia,Ciudadano,Si,Trata,No aplica,,,,,,65.0
2021-02-24,,6565350515,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,,Río Negro,,50.0
2021-02-25,,4584450515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,,,45.0
2021-02-25,,1594450515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra la libertad: privación de la libertad, amenazas, sustracción de identidad o posible desaparición de persona",Buenos Aires,Liniers,,,,40.0
2021-02-25,,2594450515,Urgencia,Ciudadano,No,Violencia de género,Sexual,La Pampa,Anguil,,,,56.0
2021-02-26,,3505450515,Urgencia,Ciudadano,No,Trata,Salud mental,Santa Fe,,,Santa Fe,"No sabe, no recuerda",55.0
2021-02-26,,5505450515,Urgencia,Ciudadano,No,Relaciones de familia,Adultos mayores,,,,,,
2021-02-26,,9415450515,Urgencia,Ciudadano,No,Trata,Posible captación,,,,,,
2021-02-26,,1515450515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Córdoba,San Marcos Sierras,,,,23.0
2021-02-26,,6515450515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Mataderos,,,,30.0
2021-02-26,,7515450515,Urgencia,Institución - policia de la ciudad de buenos aires,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,,,,30.0
2021-02-26,,2525450515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,,,,,,30.0
2021-02-26,,4525450515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,40.0
2021-02-27,,6525450515,Urgencia,Ciudadano,No,Víctima de delito,Contra la propiedad: robo o hurto,Buenos Aires,Mar del Plata,,,,30.0
2021-02-27,,4535450515,Urgencia,Ciudadano,Si,Trata,Posible captación,,,,,,25.0
2021-02-27,,5535450515,Urgencia,Ciudadano,Si,Violencia de género,Física,,,,,,40.0
2021-02-27,,6535450515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,45.0
2021-02-27,,9445450515,Urgencia,Ciudadano,Si,Relaciones de familia,Violencia intrafamiliar,Córdoba,Córdoba,,,,45.0
2021-02-27,,545450515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,,,60.0
2021-02-27,,2545450515,Urgencia,Ciudadano,Si,Relaciones de familia,Deberes de responsabilidad parental o familiar,,,,,,30.0
2021-02-27,,6545450515,Urgencia,Ciudadano,Si,Relaciones de familia,Filiación o reconocimiento,,,,,,40.0
2021-02-27,,2555450515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,,,,,,40.0
2021-02-27,,3555450515,Urgencia,Ciudadano,Si,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",Buenos Aires,Berazategui,,,,16.0
2021-03-01,,8484550515,Urgencia,Ciudadano,Si,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",,,,,,
2021-03-01,,4584550515,Urgencia,Institución - ministerio de trabajo de la nación,No,Trabajo,Cuestiones salariales o de registración,Buenos Aires,San Miguel del Monte,,,,35.0
2021-03-01,,5584550515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,40.0
2021-03-01,,6594550515,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Retiro de ramas,Buenos Aires,Buenos Aires,,,,75.0
2021-03-01,,4505550515,Urgencia,Ciudadano,Si,Trata,Grooming,Buenos Aires,Tigre,,,,45.0
2021-03-02,,9415550515,Urgencia,Ciudadano,No,Trata,Salud mental,,,,,,
2021-03-02,,7515550515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Miguel,,,,
2021-03-03,,1535550515,Urgencia,Ciudadano,No,Trata,Consulta formulario,,,,,,0.0
2021-03-03,,7535550515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,,,
2021-03-04,,9445550515,Urgencia,Ciudadano,No,Trata,Salud mental,,,,,,25.0
2021-03-04,,555550515,Urgencia,Ciudadano,Si,Violencia de género,Psicológica,,,,,,
2021-03-05,,4555550515,Urgencia,Ciudadano,No,Víctima de delito,Hostigamiento,,,,,,
2021-03-05,,7575550515,Urgencia,Ciudadano,Si,Trata,Posible maltrato,,,,,,
2021-03-05,,8484650515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,,,,
2021-03-05,,9484650515,Urgencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Córdoba,Capilla del Monte,,,,50.0
2021-03-05,,7584650515,Urgencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Chubut,Puerto Madryn,,,,24.0
2021-03-06,,8494650515,Urgencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Chaco,Resistencia,,,,
2021-03-06,,4594650515,Urgencia,Ciudadano,Si,Violencia de género,Psicológica,Buenos Aires,La Plata,,,,60.0
2021-03-06,,7594650515,Urgencia,Ciudadano,Si,Víctima de delito,Narcotrafico,Buenos Aires,Mar del Plata,,,,30.0
2021-03-06,,8405650515,Urgencia,Ciudadano,No,Trata,Datos de judicialización,Chaco,Resistencia,,Chaco,,40.0
2021-03-07,,8415650515,Urgencia,Ciudadano,Si,Víctima de delito,Delito ocurrido fuera del territorio nacional,,,,,,
2021-03-07,,9415650515,Urgencia,Ciudadano,No,Violencia de género,Física,Buenos Aires,La Plata,,,,
2021-03-08,,6535650515,Urgencia,Ciudadano,Si,Salud,Vacuna covid 19,,,,,,40.0
2021-03-08,,4545650515,Urgencia,Ciudadano,Si,Trata,Datos de judicialización,,,,Chaco,,45.0
2021-03-08,,8455650515,Urgencia,Ciudadano,Si,Violencia de género,Económica,,,,,,
2021-03-08,,5555650515,Urgencia,Ciudadano,No,Trata,Explotación laboral,,,,,,40.0
2021-03-08,,7555650515,Urgencia,Ciudadano,Si,Trata,Persona desaparecida,,,,,,50.0
2021-03-09,,6565650515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,,,,
2021-03-09,,8475650515,Urgencia,Institución - fsicalía federal de mdq,No,Trata,Otro,,,,,,
2021-03-09,,2575650515,Urgencia,Ciudadano,No,Violencia de género,Física,,,,,,
2021-03-09,,584750515,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Vacunación,,,,,,
2021-03-09,,2584750515,Urgencia,Ciudadano,Si,Violencia de género,Psicológica,,,,,,30.0
