fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,provincia,localidad,tema,subtema,es_anonima,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente
2020-10-19 00:00:00-03:00,,3515757505,Urgencia,Ciudadano,Santa Fe,Rosario,Relaciones de familia,Violencia intrafamiliar,No,Línea 145,Argentina,,,,Hombre,
2020-10-19 00:00:00-03:00,,6515757505,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-10-19 00:00:00-03:00,,9425757505,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,Argentina,,,,Mujer,
2020-10-19 00:00:00-03:00,,4525757505,Urgencia,Ciudadano,,,Derechos de usuarios/as y consumidores/as,Transporte público,No,Línea 145,,,,,Hombre,
2020-10-19 00:00:00-03:00,,5525757505,Urgencia,Ciudadano,Buenos Aires,Merlo,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",Si,Línea 145,,,,,Mujer,
2020-10-19 00:00:00-03:00,,7525757505,Urgencia,Ciudadano,Mendoza,Mendoza,Salud,Salud mental,No,Línea 145,,,,,Mujer,
2020-10-19 00:00:00-03:00,,8435757505,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Mujer,
2020-10-19 00:00:00-03:00,,9435757505,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,Argentina,,,,Mujer,
2020-10-19 00:00:00-03:00,,535757505,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,Mujer,
2020-10-19 00:00:00-03:00,,2535757505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-10-19 00:00:00-03:00,,6535757505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-10-20 00:00:00-03:00,,8445757505,Urgencia,Ciudadano,San Juan,,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",No,Línea 145,,,,,,
2020-10-20 00:00:00-03:00,,545757505,Urgencia,Ciudadano,Jujuy,San Salvador de Jujuy,Trata,Explotación laboral,Si,Línea 145,,,,Derivado de otro organismo,Hombre,40.0
2020-10-20 00:00:00-03:00,,1545757505,Urgencia,Ciudadano,Buenos Aires,Pilar,Trata,"Explotación sexual niñas, niños y adolescentes",Si,Línea 145,Argentina,,,,Mujer,
2020-10-20 00:00:00-03:00,,7545757505,Urgencia,Ciudadano,Buenos Aires,,Trata,Explotación sexual,Si,Línea 145,Sin descripcion,,,Concurrió en otra oportunidad,Mujer,30.0
2020-10-21 00:00:00-03:00,,2565757505,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Salud mental,No,Línea 145,Argentina,,,,Mujer,
2020-10-22 00:00:00-03:00,,6565757505,Urgencia,Institución,,,Trata,Explotación sexual,No,Línea 145,,,,,Mujer,
2020-10-23 00:00:00-03:00,,3584848415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Tramites judiciales,No,Línea 145,Argentina,,,Derivado de otro organismo,Mujer,
2020-10-24 00:00:00-03:00,,5594848415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",Si,Línea 145,,,,,Mujer,
2020-10-26 00:00:00-03:00,,2515848415,Urgencia,Ciudadano,,,Trata,"Explotación sexual niñas, niños y adolescentes",Si,Línea 145,,,,,Mujer,
2020-10-26 00:00:00-03:00,,6515848415,Urgencia,Ciudadano,,,Trata,Posible captación,No,Línea 145,,,,,Mujer,44.0
2020-10-27 00:00:00-03:00,,7525848415,Urgencia,Institución,,,Trata,Secuestro,No,Línea 145,,,,,,
2020-10-28 00:00:00-03:00,,1555848415,Urgencia,Ciudadano,Córdoba,Dean Funes,Trata,Salud mental,No,Línea 145,Argentina,,,,Hombre,
2020-10-28 00:00:00-03:00,,5555848415,Urgencia,Ciudadano,Corrientes,Curuzú Cuatiá,Relaciones de familia,Violencia intrafamiliar,Si,Línea 145,,,,,,
2020-10-29 00:00:00-03:00,,3565848415,Urgencia,Ciudadano,Santa Fe,Ciudad de Santa Fe,Trata,Salud mental,No,Línea 145,Argentina,Santa Fe,Santa Fe,,Hombre,
2020-10-29 00:00:00-03:00,,6565848415,Urgencia,Ciudadano,Buenos Aires,Liniers,Trata,No aplica,No,Línea 145,,,,,Mujer,
2020-10-29 00:00:00-03:00,,575848415,Urgencia,Ciudadano,Buenos Aires,,Trata,Explotación sexual,No,Línea 145,,,,,,
2020-10-29 00:00:00-03:00,,3575848415,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Salud,Covid,Si,Línea 145,,,,,Hombre,
2020-10-30 00:00:00-03:00,,6594948415,Urgencia,Ciudadano,Buenos Aires,,Trata,Explotación sexual,Si,Línea 145,,,,,Mujer,
2020-10-31 00:00:00-03:00,,7505948415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-10-31 00:00:00-03:00,,3515948415,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-11-01 00:00:00-03:00,,6515948415,Emergencia,Institución,Buenos Aires,Ciudadela,Abuso sexual infantil,Abuso sexual infantil,No,Correo Institucional,,,,,,
2020-11-01 00:00:00-03:00,,5525948415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,,,,,
2020-11-02 00:00:00-03:00,,3545948415,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,Buenos Aires,Del Viso,,Hombre,
2020-11-02 00:00:00-03:00,,4545948415,Urgencia,Ciudadano,Corrientes,Paso de los Libres,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-11-02 00:00:00-03:00,,9455948415,Urgencia,Ciudadano,Buenos Aires,Ramos Mejía,Trata,Persona desaparecida,No,Línea 145,,,,,Mujer,
2020-11-02 00:00:00-03:00,,555948415,Urgencia,Ciudadano,Buenos Aires,Del Viso,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-11-03 00:00:00-03:00,,7575948415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-11-03 00:00:00-03:00,,2584058415,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,Mujer,
2020-11-03 00:00:00-03:00,,3584058415,,Ciudadano,,,Trata,No aplica,Si,llamada no pertinente,,,,,Mujer,
2020-11-04 00:00:00-03:00,,2505058415,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,Mujer,
2020-11-04 00:00:00-03:00,,5505058415,Urgencia,Ciudadano,Santiago del Estero,Santiago del Estero,Violencia de género,Física,No,Línea 145,,,,,Mujer,
2020-11-04 00:00:00-03:00,,6505058415,Urgencia,Institución,,,Trata,Trata,No,Línea 145,,,,,,
2020-11-04 00:00:00-03:00,,7505058415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Violencia de género,Física,No,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,
2020-11-05 00:00:00-03:00,,9425058415,Urgencia,Ciudadano,Buenos Aires,José C. Paz,Trata,Explotación laboral,Si,Línea 145,,,,,Mujer,
2020-11-06 00:00:00-03:00,,7525058415,Urgencia,Ciudadano,Neuquén,Neuquen,Trabajo,Despidos,Si,Línea 145,,,,,,
2020-11-07 00:00:00-03:00,,9455058415,Urgencia,Ciudadano,Buenos Aires,Pilar,Violencia de género,Física,No,Línea 145,,,,Por Recomendación,Mujer,42.0
2020-11-07 00:00:00-03:00,,555058415,Urgencia,Institución,,,Víctima de delito,Maltrato infantil,Si,Línea 145,,,,,Mujer,
2020-11-07 00:00:00-03:00,,6555058415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-11-07 00:00:00-03:00,,565058415,Urgencia,Ciudadano,Catamarca,San Fernando del Valle de Catamarca,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-11-08 00:00:00-03:00,,5565058415,Urgencia,Ciudadano,Mendoza,Godoy Cruz,Salud,Aspo,Si,Línea 145,,,,,,
2020-11-08 00:00:00-03:00,,575058415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Consultas sobre capacitación escolar,No,Línea 145,Argentina,Buenos Aires,Buenos Aires,Derivado de otro organismo,Mujer,18.0
2020-11-09 00:00:00-03:00,,584158415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,No aplica,No,Línea 145,,,,,Mujer,
2020-11-09 00:00:00-03:00,,1584158415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Solicita informacion,No,Línea 145,,,,,Hombre,
2020-11-09 00:00:00-03:00,,7584158415,Urgencia,Ciudadano,,,Trata,Solicitud de información,Si,Línea 145,,,,,Mujer,
2020-11-09 00:00:00-03:00,,2594158415,Urgencia,Ciudadano,,,Trata,Solicitud de informacion,Si,Línea 145,,,,,Hombre,
2020-11-09 00:00:00-03:00,,4594158415,Urgencia,Ciudadano,,,Violencia de género,Psicológica,Si,Línea 145,,,,,Mujer,
2020-11-09 00:00:00-03:00,,5594158415,Urgencia,Ciudadano,,,Trata,Solicitud de informacion,Si,Línea 145,,,,,Hombre,
2020-11-09 00:00:00-03:00,,505158415,Urgencia,Ciudadano,,,Trata,Solicitud de informacion,Si,Línea 145,,,,,Hombre,
2020-11-09 00:00:00-03:00,,515158415,Urgencia,Ciudadano,,,Trata,Consulta estadisticas,No,Línea 145,,,,,Mujer,
2020-11-09 00:00:00-03:00,,1515158415,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Trabajo,"Maltrato, discriminación, falta de respeto, acoso, hostigamiento o mobbing",Si,Línea 145,,,,,,
2020-11-10 00:00:00-03:00,,3535158415,Urgencia,Ciudadano,,,Acceso a documentacion personal y certificaciones,,No,Línea 145,,,,,,
2020-11-10 00:00:00-03:00,,5535158415,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,,
2020-11-10 00:00:00-03:00,,6535158415,Urgencia,Ciudadano,,,Seguridad social (protección social),Consulta jornada laboral,Si,Línea 145,,,,"No sabe, no recuerda",Hombre,30.0
2020-11-10 00:00:00-03:00,,8445158415,Urgencia,Ciudadano,,,Trata,Servidumbre doméstica,No,Línea 145,,,,,,
2020-11-11 00:00:00-03:00,,3545158415,Urgencia,Ciudadano,,,Trata,Maltrato,Si,Línea 145,,,,,,
2020-11-11 00:00:00-03:00,,7545158415,Urgencia,Ciudadano,Neuquén,Neuquén,Relaciones de familia,Violencia intrafamiliar,Si,Línea 145,,,,,,
2020-11-11 00:00:00-03:00,,7555158415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,,,,,Mujer,
2020-11-12 00:00:00-03:00,,1575158415,Urgencia,Ciudadano,San Juan,Rivadavia,Trata,Conflicto familair,No,Línea 145,,,,,Mujer,
2020-11-13 00:00:00-03:00,,584258415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-11-13 00:00:00-03:00,,2584258415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",Si,Línea 145,,,,,,
2020-11-13 00:00:00-03:00,,7584258415,Urgencia,Institución,Buenos Aires,Junín,Trata,Informacion,No,Línea 145,,,,,,
2020-11-13 00:00:00-03:00,,3594258415,Urgencia,Ciudadano,Buenos Aires,Magdalena,Relaciones de familia,Violencia intrafamiliar,No,Línea 145,,,,,Mujer,
2020-11-13 00:00:00-03:00,,4594258415,Urgencia,Ciudadano,Misiones,Posadas,Trata,Grooming,No,Línea 145,Argentina,,,Por publicidad en internet,Hombre,
2020-11-14 00:00:00-03:00,,9415258415,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,Bolivia,Buenos Aires,,,Hombre,
2020-11-14 00:00:00-03:00,,1515258415,Urgencia,Ciudadano,Chaco,Resistencia,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",No,Línea 145,,,,,Mujer,
2020-11-14 00:00:00-03:00,,4515258415,Urgencia,Ciudadano,,,Trata,Solicitud de informacion,No,Línea 145,,,,,Mujer,
2020-11-14 00:00:00-03:00,,9425258415,Urgencia,Ciudadano,Buenos Aires,PRESIDENTE PERON,Víctima de delito,"Contra la libertad: privación de la libertad, amenazas, sustracción de identidad o posible desaparición de persona",No,Línea 145,,,,,Mujer,
2020-11-15 00:00:00-03:00,,4525258415,Urgencia,Ciudadano,,,Trata,Telefono del pnr,No,Línea 145,,,,,,
2020-11-15 00:00:00-03:00,,7525258415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Consulta sobre el delito de trata de personas,No,Línea 145,Argentina,,,Por publicidad en internet,Mujer,
2020-11-15 00:00:00-03:00,,2535258415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Consulta capacitación escolar,No,Línea 145,Argentina,,,Por publicidad en internet,Mujer,
2020-11-15 00:00:00-03:00,,9445258415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,,,,Mujer,
2020-11-16 00:00:00-03:00,,8455258415,Urgencia,Ciudadano,Neuquén,Neuquén,Trata,Salud mental,No,Línea 145,,,,,Mujer,
2020-11-16 00:00:00-03:00,,555258415,Urgencia,Ciudadano,Mendoza,Junín,Trata,Consulta por situacion laboral.,No,Línea 145,,,,,Mujer,
2020-11-16 00:00:00-03:00,,7555258415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Mujer,
2020-11-16 00:00:00-03:00,,8465258415,Urgencia,Ciudadano,Buenos Aires,Adolfo Gonzales Chaves,Trata,Explotación laboral,Si,Línea 145,,,,,Hombre,
2020-11-16 00:00:00-03:00,,565258415,Urgencia,Ciudadano,Chaco,Resistencia,Trata,Explotación laboral,Si,Línea 145,,,,,Hombre,
2020-11-16 00:00:00-03:00,,3565258415,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,,
2020-11-17 00:00:00-03:00,,4584358415,Urgencia,Institución,Buenos Aires,Loma Hermosa,Trata,Persona desaparecida,No,Llamada desde 145,,,,,,
2020-11-17 00:00:00-03:00,,5584358415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-11-18 00:00:00-03:00,,2505358415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,,,,,Hombre,
2020-11-19 00:00:00-03:00,,6505358415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-11-19 00:00:00-03:00,,8415358415,Urgencia,Institución,,,Trata,Otro,No,Línea 145,,,,,,
2020-11-19 00:00:00-03:00,,9415358415,Urgencia,Ciudadano,,,Trata,Posible captación,No,Línea 145,,,,,,
2020-11-19 00:00:00-03:00,,6515358415,Urgencia,Institución,Buenos Aires,Buenos Aires,Trata,Consulta,No,Línea 145,,,,,Hombre,
2020-11-19 00:00:00-03:00,,9425358415,Urgencia,Ciudadano,Neuquén,Neuquén,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-11-20 00:00:00-03:00,,1535358415,Urgencia,Institución,Jujuy,San Salvador de Jujuy,Trata,Adolescentes en riesgo,No,Línea 145,,,,,Hombre,
2020-11-20 00:00:00-03:00,,2545358415,Urgencia,Ciudadano,Salta,San Ramon de la Nueva Oran,Seguridad social (protección social),Programas sociales,No,Línea 145,Argentina,,,Por publicidad en radio,Hombre,
2020-11-20 00:00:00-03:00,,4545358415,Urgencia,Ciudadano,Neuquén,Neuquén,Trata,Persona desaparecida,No,Línea 145,Argentina,Neuquén,neuquen,"No sabe, no recuerda",Mujer,
2020-11-21 00:00:00-03:00,,1555358415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-11-21 00:00:00-03:00,,3555358415,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-11-21 00:00:00-03:00,,9465358415,Urgencia,Ciudadano,Córdoba,Córdoba,Trabajo,Denegación de licencias,Si,Línea 145,,,,,Hombre,
2020-11-21 00:00:00-03:00,,7565358415,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Amenzas a victima de trata de personas,No,Línea 145,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,Mujer,
2020-11-22 00:00:00-03:00,,9484458415,Urgencia,Ciudadano,San Luis,Villa Mercedes,Trata,No aplica,No,Línea 145,Argentina,,,,Mujer,
2020-11-22 00:00:00-03:00,,1584458415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,,,,,Mujer,
2020-11-23 00:00:00-03:00,,5505458415,Urgencia,Ciudadano,Santa Fe,Puerto General San Martín,Actos del gobierno o agentes públicos,Reclamos ambientales,Si,Línea 145,,,,,Mujer,
2020-11-24 00:00:00-03:00,,6515458415,Urgencia,Institución,,,Trata,"Contacto con ""legales""",Si,Línea 145,,,,,,
2020-11-24 00:00:00-03:00,,7515458415,Urgencia,Ciudadano,Buenos Aires,,Trata,Posible captación,Si,Línea 145,,Buenos Aires,,,Mujer,
2020-11-25 00:00:00-03:00,,9435458415,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Violencia de género,Física,No,Línea 145,,,,,Mujer,
2020-11-25 00:00:00-03:00,,5535458415,Urgencia,Ciudadano,,,Trata,Grooming,No,Línea 145,,,,,,
2020-11-25 00:00:00-03:00,,1545458415,Urgencia,Ciudadano,Tucumán,Las Talitas,Víctima de delito,Otro (víctimas de delito),No,Línea 145,Argentina,,,Por publicidad en internet,Mujer,30.0
2020-11-26 00:00:00-03:00,,8455458415,Emergencia,Ciudadano,,,Relaciones de familia,"Cuidado personal, régimen comunicacional o custodia legal",No,Presencial,,,,,,
2020-11-26 00:00:00-03:00,,555458415,Urgencia,Ciudadano,Santa Fe,Santa Fe,Violencia de género,Física,Si,Línea 145,,,,,,
2020-11-26 00:00:00-03:00,,8465458415,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,Violencia domestica,No,Línea 145,,,,,Mujer,
2020-11-27 00:00:00-03:00,,8475458415,Urgencia,Ciudadano,Misiones,Posadas,Trata,Oferta laboral engañosa,Si,Línea 145,,,,,Hombre,
2020-11-27 00:00:00-03:00,,3584558415,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Venta de niños y otros delitos,Si,Línea 145,,,,,Mujer,
2020-11-27 00:00:00-03:00,,5584558415,Urgencia,Ciudadano,Buenos Aires,Bahía Blanca,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-11-28 00:00:00-03:00,,6584558415,Urgencia,Ciudadano,,,Trata,Persona desaparecida,Si,Correo Institucional,,,,,Mujer,
2020-11-28 00:00:00-03:00,,7584558415,Urgencia,Ciudadano,Corrientes,Corrientes,Víctima de delito,Conflicto vecinal,Si,Línea 145,,,,,Mujer,
2020-11-28 00:00:00-03:00,,8494558415,Urgencia,Ciudadano,Córdoba,Córdoba,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-11-28 00:00:00-03:00,,8405558415,Urgencia,Ciudadano,,,Relaciones de familia,"Testamentos, sucesiones y trámites relativos al fallecimiento de una persona",Si,Línea 145,,,,,Mujer,
2020-11-29 00:00:00-03:00,,1505558415,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-11-29 00:00:00-03:00,,2505558415,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-11-29 00:00:00-03:00,,3505558415,Urgencia,Ciudadano,,,Acceso a documentacion personal y certificaciones,Trámites relativos a documentación de identidad o partidas,Si,Línea 145,,,,,,
2020-11-29 00:00:00-03:00,,4505558415,Urgencia,Ciudadano,,,Acceso a documentacion personal y certificaciones,Expdiente municipal,Si,Línea 145,,,,,,
2020-11-29 00:00:00-03:00,,5505558415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Salud mental,No,Línea 145,,,,,Hombre,30.0
2020-11-29 00:00:00-03:00,,7505558415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Persona desaparecida,No,Línea 145,Argentina,,,,Hombre,
2020-11-30 00:00:00-03:00,,9435558415,Urgencia,Ciudadano,Neuquén,Neuquen,Trata,Explotación sexual,No,Línea 145,,Buenos Aires,,,Hombre,
2020-11-30 00:00:00-03:00,,535558415,Urgencia,Ciudadano,Chaco,Aviá Teraí,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",No,Línea 145,,Chaco,Aviá Teraí,,Hombre,
2020-11-30 00:00:00-03:00,,1535558415,Urgencia,Ciudadano,Córdoba,La Puerta,Actos del gobierno o agentes públicos,Reclamos ambientales,No,Línea 145,,Córdoba,Río Primero,,Mujer,
2020-11-30 00:00:00-03:00,,7535558415,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-12-01 00:00:00-03:00,,5545558415,Urgencia,Ciudadano,Buenos Aires,Mariano Acosta,Relaciones de familia,"Protección de niños, niñas y adolescentes en desamparo",Si,Línea 145,,,,,Mujer,
2020-12-01 00:00:00-03:00,,555558415,Urgencia,Ciudadano,,,Trata,Otro,No,Línea 145,,,,,,
2020-12-02 00:00:00-03:00,,8465558415,Urgencia,Ciudadano,Neuquén,Neuquén,Salud,Salud mental,No,Línea 145,,,,,Mujer,
2020-12-02 00:00:00-03:00,,2584658415,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,,
2020-12-02 00:00:00-03:00,,4584658415,Urgencia,Ciudadano,,,Trata,Otro,Si,Línea 145,,,,,,
2020-12-04 00:00:00-03:00,,5515658415,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,,,,,,
2020-12-04 00:00:00-03:00,,7515658415,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,,
2020-12-04 00:00:00-03:00,,525658415,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-12-04 00:00:00-03:00,,4525658415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Relaciones de familia,Violencia intrafamiliar,Si,Línea 145,,,,,,
2020-12-05 00:00:00-03:00,,1535658415,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Persona desaparecida,No,Línea 145,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,Mujer,
2020-12-05 00:00:00-03:00,,5535658415,Urgencia,Institución,,,Trata,Solicitud de informacion,No,Línea 145,,,,,Mujer,
2020-12-05 00:00:00-03:00,,6535658415,Urgencia,Ciudadano,,,Salud,Requisitos para viajar,Si,Línea 145,,,,,Hombre,
2020-12-05 00:00:00-03:00,,545658415,Urgencia,Ciudadano,,,Relaciones de familia,Conflicto familiar,Si,Línea 145,,,,,Hombre,
2020-12-05 00:00:00-03:00,,3545658415,Urgencia,Ciudadano,,,Víctima de delito,"Contra la administración pública: abuso de autoridad, violación a los deberes de funcionario público, denegación o de justicia",Si,Línea 145,,,,,Mujer,
2020-12-05 00:00:00-03:00,,7545658415,Urgencia,Ciudadano,,,Relaciones de familia,Violencia intrafamiliar,No,Línea 145,,,,,Mujer,
2020-12-06 00:00:00-03:00,,9455658415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Persona desaparecida,No,Correo Institucional,,,,,Hombre,
2020-12-06 00:00:00-03:00,,3555658415,Urgencia,Ciudadano,Buenos Aires,González Catán,Trata,Salud mental,No,Línea 145,,,,,Mujer,
2020-12-06 00:00:00-03:00,,5555658415,Urgencia,Ciudadano,Misiones,Apóstoles,Trata,Salud mental,No,Línea 145,Argentina,,,,Mujer,
2020-12-06 00:00:00-03:00,,6555658415,Urgencia,Ciudadano,Salta,Salta,Trata,Persona desaparecida,No,Línea 145,Argentina,,,,Mujer,
2020-12-06 00:00:00-03:00,,9465658415,Urgencia,Ciudadano,Buenos Aires,Berisso,Trata,Explotación sexual,Si,Línea 145,,,,,,
2020-12-07 00:00:00-03:00,,3565658415,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,,,,,Hombre,
2020-12-07 00:00:00-03:00,,4565658415,Urgencia,Ciudadano,Salta,Salta,Relaciones de familia,Abandono del hogar,Si,Línea 145,,,,,Hombre,
2020-12-07 00:00:00-03:00,,4575658415,Urgencia,Ciudadano,Buenos Aires,Chascomús,Justicia penal,Irregularidades en el proceso penal,No,Línea 145,,Buenos Aires,Chascomús,,Hombre,
2020-12-07 00:00:00-03:00,,1584758415,Urgencia,Ciudadano,Misiones,San Antonio,Relaciones de familia,"Cuidado personal, régimen comunicacional o custodia legal",No,Línea 145,Paraguay,Misiones,San Antonio,,Mujer,
2020-12-07 00:00:00-03:00,,4584758415,Urgencia,Ciudadano,,,Salud,Salud mental,Si,Línea 145,,,,,Mujer,
2020-12-09 00:00:00-03:00,,3505758415,Urgencia,Institución,Neuquén,Neuquén,Trata,"Explotación laboral niñas, niños y adolescentes",No,Línea 145,,,,,Mujer,
2020-12-09 00:00:00-03:00,,4505758415,Urgencia,Ciudadano,,,Trata,Niños en riesgo,No,Línea 145,,Jujuy,San Salvador de Jujuy,,Mujer,
2020-12-09 00:00:00-03:00,,5505758415,Urgencia,Ciudadano,,,Daños y responsabilidad civil,Ruidos molestos/bar sin habilitación,No,Correo Institucional,,,,,,
2020-12-09 00:00:00-03:00,,6505758415,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,,Hombre,
2020-12-09 00:00:00-03:00,,8415758415,Urgencia,Ciudadano,,,Trata,Persona privada de su libertad,No,Línea 145,,,,,,
2020-12-09 00:00:00-03:00,,3515758415,Urgencia,Ciudadano,Buenos Aires,Tigre,Violencia de género,Psicológica,No,Línea 145,,,,,,
2020-12-10 00:00:00-03:00,,8445758415,Urgencia,Ciudadano,Buenos Aires,Avellaneda,Salud,Covid,Si,Línea 145,,,,,,70.0
2020-12-11 00:00:00-03:00,,6555758415,Urgencia,Ciudadano,Mendoza,,Trata,No aplica,No,Línea 145,,,,,Mujer,0.0
2020-12-11 00:00:00-03:00,,5565758415,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Explotación sexual,Si,Línea 145,,,,,,45.0
2020-12-11 00:00:00-03:00,,6565758415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,Si,Línea 145,,,,,,45.0
2020-12-12 00:00:00-03:00,,3575758415,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,,,,,Mujer,22.0
2020-12-13 00:00:00-03:00,,3584849415,Urgencia,Ciudadano,Buenos Aires,Guernica,Trata,Persona desaparecida,No,Correo Institucional,,,,,,
2020-12-14 00:00:00-03:00,,9405849415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Si,Línea 145,,,,,Hombre,40.0
2020-12-14 00:00:00-03:00,,2505849415,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Derechos de usuarios/as y consumidores/as,Registro de conducir,No,Línea 145,,Buenos Aires,Buenos Aires,,Hombre,38.0
2020-12-14 00:00:00-03:00,,4515849415,Urgencia,Ciudadano,,,Víctima de delito,Acoso,Si,Línea 145,,,,,Mujer,60.0
