fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2020-06-20,,6515946505,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante - ciudadano,"No sabe, no recuerda",Mujer,,2
2020-06-21,,8425946505,Urgencia,Ciudadano,No,Seguridad social (protección social),Programas sociales,Santa Fe,,PNR - Línea 145,Línea 145,Argentina,Santa Fe,,Consultante,Derivado de otro organismo,Mujer,56,82
2020-06-22,,9425946505,Urgencia,Ciudadano,Si,Salud,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,Catamarca,Belén,Consultante,"No sabe, no recuerda",Mujer,,
2020-06-22,,525946505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Ingeniero Maschwitz,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,Mujer,,6
2020-06-22,,1525946505,Urgencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Hombre,,6
2020-06-23,,5525946505,Urgencia,Ciudadano,No,Trabajo,Violencia entre compañeros,Mendoza,San Martín,PNR - Línea 145,Línea 145,Argentina,Mendoza,San Martín,Consultante,Google,Hombre,48,50
2020-06-23,,7525946505,Urgencia,Ciudadano,No,Salud,Personas mayores,Buenos Aires,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,"No sabe, no recuerda",Mujer,72,6
2020-06-24,,1535946505,Urgencia,Institución,No,Trata,Allanamiento,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,,6
2020-06-24,,4535946505,Urgencia,Ciudadano,No,Acceso a documentacion personal y certificaciones,Llamado equivocado,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,6
2020-06-24,,5535946505,Urgencia,Ciudadano,No,Salud,Covid -19,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,,Buenos Aires,José C. Paz,Consultante,"No sabe, no recuerda",,,6
2020-06-25,,545946505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Concurrió en otra oportunidad,Mujer,,6
2020-06-25,,1545946505,Urgencia,Institución,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Berazategui,PNR - Línea 145,Línea 145,,,,Consultante,Derivado de otro organismo,Mujer,30,6
2020-06-25,,3545946505,Urgencia,Ciudadano,No,Trata,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,Por publicidad en internet,Mujer,20,14
2020-06-25,,5545946505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,
2020-06-25,,7545946505,Urgencia,Institución,No,Trata,Pedido de telefono,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Derivado de otro organismo,Hombre,40,6
2020-06-25,,9455946505,Urgencia,Institución,No,Trata,Consulta por judicialización.,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-06-26,,555946505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Misiones,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante - ciudadano,Por publicidad en internet,Mujer,,54
2020-06-26,,1555946505,Urgencia,Ciudadano,No,Trata,Cyber acoso,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Argentina,,,Consultante,"No sabe, no recuerda",Hombre,,6
2020-06-26,,5555946505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Buenos Aires,CABA CABA,Consultante,,Mujer,,6
2020-06-26,,6555946505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Hombre,,6
2020-06-27,,7555946505,Urgencia,Ciudadano,Si,Salud,Covid - 19,Buenos Aires,San Martín,PNR - Línea 145,Línea 145,,,,Consultante,,,,6
2020-06-27,,8465946505,Urgencia,Ciudadano,No,Seguridad social (protección social),Servicio social,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,6
2020-06-27,,9465946505,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,
2020-06-27,,565946505,Urgencia,Ciudadano,No,Víctima de delito,"Contra la administración pública: abuso de autoridad, violación a los deberes de funcionario público, denegación o de justicia",Córdoba,Córdoba,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,14
2020-06-27,,1565946505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Junín,PNR - Línea 145,Línea 145,,Buenos Aires,Junín,Consultante - ciudadano,"No sabe, no recuerda",Mujer,,6
2020-06-27,,3565946505,Urgencia,Ciudadano,No,Trata,Conflicto familiar,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-06-28,,4565946505,Urgencia,Ciudadano,No,Violencia de género,"Económica, psicológica",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Bolivia,Ciudad Autónoma de Buenos Aires,V. Luro,Consultante,Por Recomendación,Mujer,31,2
2020-06-29,,8475946505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Derecho al consumidor,Neuquén,Neuquén,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Hombre,,58
2020-06-30,,1575946505,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Tucumán,San Miguel de Tucumán,Consultante,Por publicidad en internet,Mujer,35,2
2020-06-30,,4575946505,Urgencia,Ciudadano,Si,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Santa Fe,Rosario,PNR - Línea 145,Línea 145,,,,Consultante,Folletos,Mujer,50,82
2020-06-30,,7575946505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Entre Ríos,Concordia,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,"No sabe, no recuerda",Mujer,,30
2020-06-30,,8484056505,Urgencia,Ciudadano,No,Salud,Covid,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,Hombre,60,6
2020-07-01,,2584056505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Consultante,"No sabe, no recuerda",Hombre,60,2
2020-07-01,,3584056505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Derivado de otro organismo,Mujer,42,2
2020-07-02,,8494056505,Urgencia,Ciudadano,Si,Trata,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por publicidad en internet,Mujer,30,14
2020-07-03,,594056505,Urgencia,Institución,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,Derivado de otro organismo,Mujer,,6
2020-07-03,,3594056505,Urgencia,Ciudadano,No,Violencia de género,Psicológica,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Lomas del Mirador,Consultante,"No sabe, no recuerda",Hombre,,6
2020-07-03,,5594056505,Urgencia,Ciudadano,Si,Salud,Salud mental,Buenos Aires,Baradero,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",Hombre,,6
2020-07-03,,9405056505,Urgencia,Ciudadano,No,Violencia de género,Física,Buenos Aires,Boulogne,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Línea 145,Mujer,,6
2020-07-03,,505056505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Salta,Rosario de Lerma,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por publicidad en internet,Mujer,,66
2020-07-03,,1505056505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Consultante,"No sabe, no recuerda",Hombre,,6
2020-07-04,,5505056505,Urgencia,Ciudadano,Si,Salud,Covid,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,6
2020-07-04,,6505056505,Urgencia,Ciudadano,Si,Trata,Judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,
2020-07-04,,7505056505,Urgencia,Ciudadano,No,Violencia de género,Psicológica,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,Rosario,Consultante - ciudadano,"No sabe, no recuerda",Hombre,,82
2020-07-04,,8415056505,Urgencia,Ciudadano,No,Relaciones de familia,Divorcio y cese de convivencia,Buenos Aires,Lanús Oeste,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Lanús Este,Consultante,Concurrió en otra oportunidad,Hombre,,6
2020-07-05,,515056505,Urgencia,Ciudadano,No,Violencia de género,"Física, psicológica",Salta,Salta,PNR - Línea 145,Línea 145,Argentina,Salta,Salta,Consultante,"No sabe, no recuerda",Hombre,,66
2020-07-05,,1515056505,Urgencia,Ciudadano,No,Salud,Incumplimiento de aspo,Buenos Aires,Marcos Paz,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Derivado de otro organismo,Mujer,,6
2020-07-05,,2515056505,Urgencia,Ciudadano,No,Salud,Pami,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Pontevedra,Consultante,"No sabe, no recuerda",Mujer,75,6
2020-07-05,,3515056505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Sin descripcion,,,Consultante,"No sabe, no recuerda",Mujer,,6
2020-07-06,,4515056505,Urgencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,Buenos Aires,Morón,PNR - Línea 145,Línea 145,,Buenos Aires,Morón,Consultante,Por publicidad en internet,Mujer,,6
2020-07-06,,5515056505,Urgencia,Ciudadano,No,Violencia de género,"Física, psicológica",Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 149,,Buenos Aires,Mercedes,Consultante - ciudadano,,Hombre,,6
2020-07-06,,6515056505,Urgencia,Institución,Si,Trata,Pornografía infantil,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,Por publicidad en internet,Hombre,,
2020-07-07,,8425056505,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Chacabuco,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en internet,Hombre,50,6
2020-07-07,,9425056505,Urgencia,Ciudadano,No,Trata,Consulta,Entre Ríos,Parana,PNR - Línea 145,Línea 145,,,,Consultante,Derivado de otro organismo,Hombre,45,30
2020-07-07,,525056505,Urgencia,Ciudadano,No,Trata,Asesoramiento pnr,Buenos Aires,Lisandro Olmos,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Derivado de otro organismo,Mujer,35,6
2020-07-07,,2525056505,Urgencia,Ciudadano,No,Trata,Covid-19,Buenos Aires,Grand Bourg,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en TV,Mujer,70,6
2020-07-08,,5525056505,Urgencia,Ciudadano,No,Relaciones de familia,Violencia intrafamiliar,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer,,50
2020-07-10,,2535056505,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Jujuy,San Salvador de Jujuy,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por Recomendación,Hombre,,38
2020-07-10,,3535056505,Urgencia,Ciudadano,Si,Violencia de género,Física,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,
2020-07-10,,4535056505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,,,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante - ciudadano,"No sabe, no recuerda",Hombre,,
2020-07-10,,6535056505,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,,,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,Mujer,40,
2020-07-10,,7535056505,Urgencia,Ciudadano,Si,Salud,Covid -19,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,6
2020-07-10,,8445056505,Urgencia,Ciudadano,Si,Salud,Covid 19,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,,6
2020-07-10,,9445056505,Urgencia,Ciudadano,Si,Salud,Pami,Buenos Aires,San Fernando,PNR - Línea 145,Línea 145,,,,Consultante,,,,6
2020-07-10,,545056505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,,,6
2020-07-11,,1545056505,Urgencia,Ciudadano,No,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Buenos Aires,General Rodríguez,PNR - Línea 145,Línea 145,,Buenos Aires,General Rodríguez,Consultante - ciudadano,"No sabe, no recuerda",Hombre,,6
2020-07-12,,2545056505,Urgencia,Ciudadano,No,Violencia de género,"Física, psicológica",Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,,,,,6
2020-07-12,,3545056505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por Recomendación,Mujer,,6
2020-07-14,,5545056505,Urgencia,Ciudadano,No,Violencia de género,"Física, psicológica",Buenos Aires,Bella Vista,PNR,Línea 145,Argentina,Buenos Aires,Chacabuco,Consultante,Derivado de otro organismo,Mujer,32,6
2020-07-14,,6545056505,Urgencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,Lomas del Mirador,PNR - Línea 145,Línea 145,,,,Consultante,Línea 145,Hombre,,6
2020-07-14,,7545056505,Urgencia,Ciudadano,No,Trata,Consulta por teléfono,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Derivado de otro organismo,Hombre,40,82
2020-07-14,,8455056505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante - ciudadano,Por publicidad en internet,Hombre,25,14
2020-07-14,,9455056505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por publicidad en internet,Mujer,30,14
2020-07-15,,4555056505,Urgencia,Ciudadano,No,Violencia de género,"Física, psicológica",Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por Recomendación,Hombre,35,82
2020-07-16,,565056505,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante,Línea 145,Hombre,25,14
2020-07-16,,1565056505,Urgencia,Ciudadano,No,Salud,Covid 19,Mendoza,Rodeo de la Cruz,PNR - Línea 145,Línea 145,,,,Consultante,Derivado de otro organismo,Mujer,,50
2020-07-16,,2565056505,Urgencia,Ciudadano,Si,Trata,Consulta venta de jueguetes sexuales,Mendoza,Mendoza,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,,,50
2020-07-17,,4565056505,Urgencia,Ciudadano,No,Salud,Covid- 19,Buenos Aires,Burzaco,PNR - Línea 145,Línea 145,,Buenos Aires,Burzaco,Consultante,"No sabe, no recuerda",Mujer,47,6
2020-07-17,,8475056505,Urgencia,Ciudadano,Si,Violencia de género,Económica,Mendoza,Mendoza,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en internet,,,50
2020-07-17,,9475056505,Urgencia,Ciudadano,Si,Salud,Covid-19,Buenos Aires,Ensenada,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,6
2020-07-17,,575056505,Urgencia,Ciudadano,Si,Daños y responsabilidad civil,Denuncia pluvial / alcantarilla,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,6
2020-07-18,,1575056505,Urgencia,Ciudadano,Si,Trata,Posible captación,Buenos Aires,Chacabuco,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,6
2020-07-19,,4575056505,Urgencia,Ciudadano,No,Salud,Salud mental,Tucumán,Lules,PNR - Línea 145,Línea 145,,Tucumán,Lules,Consultante,"No sabe, no recuerda",Hombre,19,90
2020-07-20,,6575056505,Urgencia,Ciudadano,No,Salud,Mayor de edad,Buenos Aires,Vicente López,PNR - Línea 145,Línea 145,,Buenos Aires,Vicente López,Consultante,comunicación por error de discado,Mujer,90,6
2020-07-20,,1584156505,Urgencia,Ciudadano,No,Víctima de delito,Contra la propiedad: robo o hurto,Buenos Aires,Sourigues,PNR - Línea 145,Línea 145,,Buenos Aires,Sourigues,Consultante,Derivado de otro organismo,Hombre,36,6
2020-07-21,,5584156505,Urgencia,Ciudadano,Si,Salud,Salud mental,Buenos Aires,Pilar,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Derivado de otro organismo,Mujer,40,6
2020-07-21,,7584156505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,"No sabe, no recuerda",Mujer,,2
2020-07-21,,8494156505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Miguel,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel,Consultante,Concurrió en otra oportunidad,Mujer,30,6
2020-07-22,,3594156505,Urgencia,Ciudadano,No,Salud,Salud mental,Formosa,Formosa,PNR - Línea 145,Línea 145,,Formosa,Formosa,Consultante - ciudadano,,Mujer,,34
2020-07-22,,4594156505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Hombre,25,14
2020-07-22,,5594156505,Urgencia,Ciudadano,Si,Salud,Llamado erróneo,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,30,
2020-07-22,,6594156505,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Hombre,19,
2020-07-22,,7594156505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,Corrientes,Corrientes,Consultante,Derivado de otro organismo,Mujer,30,18
2020-07-23,,4505156505,Urgencia,Ciudadano,Si,Trata,Posible captación,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Línea 145,Mujer,30,14
2020-07-23,,5505156505,Urgencia,Ciudadano,Si,Relaciones de familia,"Cuidado personal, régimen comunicacional o custodia legal",Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,6
2020-07-24,,8415156505,Urgencia,Ciudadano,No,Violencia de género,Psicológica,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-07-24,,2515156505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,,,6
2020-07-26,,8425156505,Urgencia,Ciudadano,No,Violencia de género,Psicológica,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,Por publicidad en internet,Mujer,40,2
2020-07-26,,1525156505,Urgencia,Ciudadano,No,Trata,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,Rosario,Consultante - ciudadano,"No sabe, no recuerda",Mujer,50,82
2020-07-27,,4525156505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,San Miguel,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,San Miguel,Consultante,Concurrió en otra oportunidad,Mujer,,6
2020-07-28,,6525156505,Urgencia,Ciudadano,No,Consulta para organismo alojado en el caj,Consulta a pnr,,,PNR - Línea 145,Línea 145,,,,Consultante,Derivado de otro organismo,Hombre,40,
2020-07-28,,7525156505,Urgencia,Ciudadano,No,Trata,Matrimonio forzado,,,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante - ciudadano,Línea 145,Hombre,,
2020-07-28,,9435156505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,Concurrió en otra oportunidad,Mujer,50,2
2020-07-28,,3535156505,Urgencia,Ciudadano,No,Salud,Covid,Buenos Aires,Moreno,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Derivado de otro organismo,Hombre,25,6
2020-07-29,,9445156505,Urgencia,Ciudadano,No,Trata,Información de trata,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por publicidad en internet,Hombre,25,
2020-07-29,,545156505,Urgencia,Ciudadano,No,Trata,Explotación sexual,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,Corrientes,Corrientes,Consultante - ciudadano,Por publicidad en internet,Mujer,,18
2020-07-29,,2545156505,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,30,6
2020-07-30,,4545156505,Urgencia,Ciudadano,No,Salud,Covid-19,Buenos Aires,Ramón Castillo,PNR - Línea 145,Línea 145,,Buenos Aires,Ramón Castillo,Consultante - ciudadano,Derivado de otro organismo,Mujer,,6
2020-07-30,,6545156505,Urgencia,Ciudadano,No,Trata,"Persona desaparecida, posible captación",,,PNR - Línea 145,Línea 145,Argentina,,,Consultante,"No sabe, no recuerda",Mujer,25,
2020-07-30,,7545156505,Urgencia,Ciudadano,Si,Derechos de usuarios/as y consumidores/as,Hotel,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en radio,,,
2020-07-30,,555156505,Urgencia,Ciudadano,Si,Trata,Pornografía infantil,,,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,30,
2020-07-30,,2555156505,Urgencia,Institución,No,Violencia de género,Sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,,,,,,,14
2020-07-31,,5555156505,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-07-31,,6555156505,Urgencia,Ciudadano,No,Derechos de usuarios/as y consumidores/as,Permiso para circular,Salta,Salta,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",,69,66
2020-07-31,,8465156505,Urgencia,Ciudadano,No,Víctima de delito,Engaño/ estafa,Tucumán,Graneros,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en TV,Mujer,,90
2020-07-31,,2565156505,Urgencia,Ciudadano,Si,Seguridad social (protección social),Otro,,,PNR - Línea 145,Línea 145,,Buenos Aires,Hurlingham,Consultante,"No sabe, no recuerda",Mujer,,
2020-07-31,,3565156505,Urgencia,Ciudadano,No,Violencia de género,Sexual,Misiones,"Cerro Azul, Misiones",PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",Hombre,,54
2020-07-31,,4565156505,Urgencia,Ciudadano,Si,Víctima de delito,Laboral,,,PNR - Línea 145,Línea 145,,,,,,,,
2020-07-31,,5565156505,Urgencia,Ciudadano,Si,Trabajo,Denegación de licencias,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",Mujer,,82
2020-07-31,,6565156505,Urgencia,Ciudadano,No,Violencia de género,Sexual,Buenos Aires,Villa Urquiza,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Consultante,Por publicidad en TV,Mujer,50,6
2020-07-31,,8475156505,Urgencia,Ciudadano,Si,Salud,Covid -19,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,Consultante,,,,6
2020-07-31,,575156505,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer,,6
2020-07-31,,1575156505,Urgencia,Ciudadano,Si,Trata,Consulta formulario,Buenos Aires,Necochea,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,,6
2020-08-01,,2575156505,Urgencia,Ciudadano,No,Salud,Salud mental,Formosa,Formosa,PNR - Línea 145,Línea 145,,Formosa,#¿NOMBRE?,Consultante,,Mujer,,34
2020-08-01,,3575156505,Urgencia,Ciudadano,No,Trabajo,Despidos,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,Buenos Aires,Mar del Plata,Consultante,Por Recomendación,Hombre,36,6
2020-08-01,,4575156505,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 149,,,,Consultante - ciudadano,"No sabe, no recuerda",Mujer,,
2020-08-01,,5575156505,Urgencia,Ciudadano,No,Trabajo,"Maltrato, discriminación, falta de respeto, acoso, hostigamiento o mobbing",Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en TV,Mujer,,6
2020-08-01,,6575156505,Urgencia,Ciudadano,No,Salud,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,Rosario,Consultante,Por Recomendación,Mujer,86,82
2020-08-01,,7575156505,Urgencia,Ciudadano,No,Trabajo,Cuestiones salariales o de registración,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en TV,Mujer,,
2020-08-01,,9484256505,Urgencia,Ciudadano,No,Salud,Covid 19,Buenos Aires,San Isidro,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,"No sabe, no recuerda",,,6
2020-08-01,,1584256505,Urgencia,Ciudadano,Si,Salud,Covid-19,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,Córdoba,Consultante,Por publicidad en TV,,,14
2020-08-01,,2584256505,Urgencia,Ciudadano,No,Violencia de género,Simbólica,Buenos Aires,Junín,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en TV,Mujer,70,6
2020-08-01,,3584256505,Urgencia,Ciudadano,No,Vivienda,Ruidos molestos,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,Por publicidad en TV,,,
